Link,Route,Bus Name,Bus Type,Departing Time,Reaching Time,Duration,Star Rating,Price,Seats Availability
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,APSRTC - 5925,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,04:15,05h 30m,"3.9
40",INR 555,2 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,APSRTC - 5019,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),22:55,05:37,06h 42m,3.9,INR 855,9 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,APSRTC - 5905,INDRA(A.C. Seater),23:00,05:50,06h 50m,"4.2
105",INR 671,12 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,APSRTC - 5053,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,06:35,07h 05m,"3.0
27",INR 556,9 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,APSRTC - 5903,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),23:30,05:35,06h 05m,"4.1
76",INR 852,21 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,APSRTC - 48492,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,06:10,06h 40m,"3.4
39",INR 555,3 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,APSRTC - 5180,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,07:00,07h 15m,"3.4
17",INR 556,4 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,TSRTC - 7770,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,02:15,09h 15m,"4.5
11",INR 542,27 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,TSRTC - 7774,Lahari Non A/C Sleeper Cum Seater,18:00,03:30,09h 30m,"4.6
10",INR 545,27 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,TSRTC - 2430,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:20,02:30,07h 10m,"3.4
20",INR 465,31 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,TSRTC - 4373,Lahari Non A/C Sleeper Cum Seater,19:30,03:55,08h 25m,"3.8
69",INR 464,18 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,TSRTC - 7751,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,03:00,07h 15m,"4.0
10",INR 424,19 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,TSRTC - 1961,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:50,04:45,08h 55m,"3.7
21",INR 424,9 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,TSRTC - 7729,Lahari Non A/C Sleeper Cum Seater,20:30,03:30,07h 00m,"4.7
12",INR 650,20 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,TSRTC - 4336,Lahari Non A/C Sleeper Cum Seater,20:45,05:40,08h 55m,"3.9
142",INR 600,6 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,TSRTC - 1936,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:20,07h 20m,"3.9
32",INR 560,12 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,TSRTC - 1537,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,04:50,07h 40m,"4.3
74",INR 424,10 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,TSRTC - 1624,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,04:25,06h 55m,"4.6
13",INR 560,9 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,TSRTC - 4458,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,05:00,07h 30m,"3.6
45",INR 424,6 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,TSRTC - 1641,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,04:30,06h 30m,"3.9
80",INR 424,5 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,TSRTC - 8455,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,05:20,07h 10m,"3.0
39",INR 440,10 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,TSRTC - 2766,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,07:30,08h 00m,"3.4
45",INR 424,30 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,TSRTC - 2856,LAHARI A/C SLEEPER CUM SEATER,23:55,07:40,07h 45m,"3.2
47",INR 453,7 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),23:00,06:35,07h 35m,"4.7
207",INR 890,11 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),22:30,06:05,07h 35m,"4.3
256",INR 1470,7 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),23:20,06:15,06h 55m,"4.2
187",INR 1180,20 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,AdVV Vinayak Travels,Non A/C Seater / Sleeper (2+1),21:55,06:45,08h 50m,"3.5
20",INR 1270,12 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,Sri Krishna Travels,A/C Semi Sleeper / Sleeper (2+1),22:00,05:40,07h 40m,"3.9
163",INR 800,16 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,V Kaveri Travels,NON A/C Sleeper (2+1),22:45,06:00,07h 15m,"4.1
89",INR 1170,14 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,Kaveri Travels,A/C Sleeper (2+1),21:50,05:55,08h 05m,"3.8
226",INR 1090,6 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,AdVV Vinayak Travels,Non A/C Seater / Sleeper (2+1),22:20,06:10,07h 50m,"3.6
28",INR 755,14 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:30,06:08,07h 38m,"3.7
308",INR 800,22 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:00,06:00,08h 00m,"3.8
138",INR 1370,10 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,Vikram Travels,A/C Seater / Sleeper (2+1),23:15,06:18,07h 03m,"4.4
56",INR 799,25 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,Sri Krishna Travels,A/C Semi Sleeper / Sleeper (2+1),23:15,06:30,07h 15m,"3.8
101",INR 800,37 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),22:15,05:45,07h 30m,"3.7
128",INR 670,17 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:50,05:30,07h 40m,"3.5
290",INR 700,10 Seats available
https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),22:00,06:50,08h 50m,"3.6
129",INR 760,24 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5751,Express(Non AC Seater),14:15,20:35,06h 20m,3.9,INR 280,43 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 47577,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,20:30,06h 00m,"3.1
24",INR 398,31 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5513,SAPTAGIRI EXPRESS,14:45,20:45,06h 00m,"3.8
38",INR 280,44 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 35292,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,21:30,06h 30m,"3.5
19",INR 398,33 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5471,SAPTAGIRI EXPRESS,15:30,21:30,06h 00m,"3.8
29",INR 280,42 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 4022,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,22:30,07h 00m,"3.0
12",INR 398,31 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 2638,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:00,22:00,06h 00m,"4.1
62",INR 633,35 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 3879,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:15,23:00,06h 45m,"3.0
15",INR 398,31 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5467,SAPTAGIRI EXPRESS,16:30,22:30,06h 00m,"3.9
37",INR 280,44 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 4310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,22:45,05h 45m,3.9,INR 398,32 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 3871,VENNELA (A.C. SLEEPER),17:30,23:25,05h 55m,"3.7
22",INR 749,9 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 9020,Express(Non AC Seater),17:30,23:55,06h 25m,"3.6
18",INR 280,38 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 4157,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,23:45,06h 15m,"4.1
21",INR 398,30 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 3873,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:30,00:30,07h 00m,"2.5
12",INR 632,23 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 4119,INDRA(A.C. Seater),17:45,23:00,05h 15m,"3.1
50",INR 506,31 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 4020,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:15,23:50,05h 35m,"1.6
33",INR 398,31 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 47211,Express(Non AC Seater),18:30,00:50,06h 20m,"3.5
31",INR 280,38 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 4610,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,01:00,06h 00m,"4.6
21",INR 398,27 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 94017,Express(Non AC Seater),19:00,01:15,06h 15m,3.9,INR 306,4 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5082,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:20,02:25,06h 05m,"4.1
30",INR 398,31 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5501,SAPTAGIRI EXPRESS,20:30,02:30,06h 00m,"4.4
64",INR 280,41 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 4632,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,03:00,06h 20m,3.9,INR 399,28 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5497,SAPTAGIRI EXPRESS,21:00,03:00,06h 00m,"3.9
67",INR 280,40 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5084,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,03:15,06h 05m,"4.3
30",INR 398,21 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5119,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,03:30,06h 10m,"3.0
5",INR 399,30 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5457,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,03:30,06h 00m,"4.7
29",INR 398,30 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5469,SAPTAGIRI EXPRESS,21:30,03:30,06h 00m,"3.8
79",INR 280,44 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5672,Express(Non AC Seater),21:30,03:55,06h 25m,"4.5
44",INR 280,35 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5315,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,04:00,06h 15m,"4.0
13",INR 399,31 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5094,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,03:20,05h 35m,"3.3
10",INR 398,29 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5449,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,04:45,07h 00m,"3.4
25",INR 398,27 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5625,Express(Non AC Seater),22:00,04:00,06h 00m,"3.9
56",INR 280,43 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5052,VENNELA (A.C. SLEEPER),22:00,02:45,04h 45m,"4.2
31",INR 749,3 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5028,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,03:35,05h 35m,"4.0
27",INR 398,27 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5447,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,04:10,06h 00m,"3.9
57",INR 398,30 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5086,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:25,04:00,05h 35m,"4.1
40",INR 398,31 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 47148,INDRA(A.C. Seater),22:30,03:45,05h 15m,"4.1
95",INR 506,35 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5463,SAPTAGIRI EXPRESS,22:30,04:30,06h 00m,"3.8
79",INR 280,38 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 93102,SAPTAGIRI EXPRESS,22:55,05:00,06h 05m,3.9,INR 294,44 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5459,SAPTAGIRI EXPRESS,23:00,05:00,06h 00m,"3.7
63",INR 280,43 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5445,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,04:40,05h 25m,"3.7
88",INR 398,29 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5465,SAPTAGIRI EXPRESS,23:20,05:20,06h 00m,"4.1
70",INR 280,44 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5453,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,05:30,06h 00m,"4.3
71",INR 398,26 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 47239,Express(Non AC Seater),23:35,06:00,06h 25m,"4.1
35",INR 280,35 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,APSRTC - 5461,SAPTAGIRI EXPRESS,23:55,05:55,06h 00m,"3.8
70",INR 280,42 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,FRESHBUS,Electric A/C Seater (2+2),12:25,18:15,05h 50m,"4.7
377",500,27 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,NueGo,Electric A/C Seater (2+2),12:25,17:25,05h 00m,"3.7
477",363,1 Seat available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,NueGo,Electric A/C Seater (2+2),13:00,18:45,05h 45m,"4.1
401",314,15 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),13:45,19:33,05h 48m,"4.1
489",INR 200,2 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,NueGo,Electric A/C Seater (2+2),14:00,19:45,05h 45m,"4.0
416",314,22 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,FRESHBUS,Electric A/C Seater (2+2),14:30,20:30,06h 00m,"4.6
459",450,39 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),14:55,20:43,05h 48m,"3.5
154",INR 300,10 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,AdRK Travels,A/C Seater / Sleeper (2+1),21:00,04:00,07h 00m,"4.1
150",INR 499,26 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),16:30,21:10,04h 40m,"4.0
27",INR 599,10 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,Jagan Travels,A/C Sleeper (2+1),16:45,21:30,04h 45m,"3.8
15",INR 766,10 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,Jabbar Travels,VE A/C Sleeper (2+1),17:00,00:30,07h 30m,3.9,INR 787,11 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,NueGo,Electric A/C Seater (2+2),17:00,22:55,05h 55m,"4.1
15",380,26 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,Svkdt travels,A/C Sleeper (2+1),17:30,22:31,05h 01m,"4.3
18",INR 600,1 Seat available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,FRESHBUS,Electric A/C Seater (2+2),17:30,00:35,07h 05m,"4.7
470",500,41 Seats available
https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,IntrCity SmartBus,A/C Seater / Sleeper (2+1),18:00,00:25,06h 25m,"3.8
23",INR 604,18 Seats available
https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad,APSRTC - 36430,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,17:34,03h 34m,"4.0
55",INR 302,27 Seats available
https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad,APSRTC - 4408,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,18:34,03h 34m,"3.9
75",INR 302,28 Seats available
https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad,APSRTC - 4430,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,21:24,03h 54m,"2.7
88",INR 313,34 Seats available
https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad,APSRTC - 36005,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,22:04,03h 34m,"4.0
55",INR 302,34 Seats available
https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad,APSRTC - 4406,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,00:03,04h 03m,"3.7
30",INR 302,32 Seats available
https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad,APSRTC - 4418,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,01:34,03h 34m,"4.0
49",INR 302,34 Seats available
https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad,APSRTC - 4393,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,02:04,03h 34m,"4.4
99",INR 334,26 Seats available
https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad,APSRTC - 4379,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,02:34,03h 34m,"4.6
16",INR 334,33 Seats available
https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad,APSRTC - 4391,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,03:04,03h 34m,"4.1
109",INR 334,30 Seats available
https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad,TSRTC - 9712,Deluxe (Non AC Seater 2+2),12:30,16:20,03h 50m,"3.0
37",INR 265,35 Seats available
https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad,TSRTC - 9714,Deluxe (Non AC Seater 2+2),14:30,18:00,03h 30m,"4.1
52",INR 265,35 Seats available
https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad,TSRTC - 7864,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,02:15,04h 05m,3.6,INR 323,27 Seats available
https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad,TSRTC - 8106,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:20,02:30,04h 10m,"3.2
5",INR 302,31 Seats available
https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad,IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),01:00,05:00,04h 00m,"3.8
10",INR 699,29 Seats available
https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad,IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),01:00,06:00,05h 00m,3.8,INR 699,23 Seats available
https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam,APSRTC - 24025,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",13:30,18:25,04h 55m,"3.9
18",INR 328,35 Seats available
https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam,APSRTC - 9322,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,18:30,04h 00m,"2.5
13",INR 344,33 Seats available
https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam,APSRTC - 27069,METRO LUXURY A/C,14:30,18:45,04h 15m,"3.7
117",INR 467,14 Seats available
https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam,APSRTC - 4282,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:50,19:05,04h 15m,3.7,INR 315,34 Seats available
https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam,APSRTC - 4507,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,19:25,04h 25m,"1.6
4",INR 344,34 Seats available
https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam,APSRTC - 4977,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,20:00,04h 30m,"3.2
24",INR 342,34 Seats available
https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam,APSRTC - 2811,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",15:45,21:00,05h 15m,"3.2
12",INR 328,35 Seats available
https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam,APSRTC - 4468,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,20:25,04h 25m,"1.7
8",INR 344,33 Seats available
https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam,APSRTC - 3978,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:20,20:20,04h 00m,"3.9
13",INR 344,33 Seats available
https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam,APSRTC - 9334,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:30,20:15,03h 45m,"3.9
53",INR 528,34 Seats available
https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam,APSRTC - 27136,METRO LUXURY A/C,16:30,20:45,04h 15m,"4.2
98",INR 467,20 Seats available
https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam,APSRTC - 4466,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,21:00,04h 15m,3.7,INR 344,33 Seats available
